job_id,company_name,title,description,max_salary,pay_period,location,company_id,views,med_salary,min_salary,formatted_work_type,applies,original_listed_time,remote_allowed,job_posting_url,application_url,application_type,expiry,closed_time,formatted_experience_level,skills_desc,listed_time,posting_domain,sponsored,work_type,currency,compensation_type,normalized_salary,zip_code,fips
3884436855,Gulfstream Aerospace,Operations Engineer I,"Operations Engineer I in GAC Savannah

Unique Skills

Preferred Experience in a Manufacturing or Mechanical Environment. Should have good communication and customer satisfaction skills. Preferred Experience with ERP or Manufacturing Planning Software and Microsoft Office Suite. May 2024 Graduates welcome to apply.

Education And Experience Requirements

Bachelor's Degree in Mechanical, Manufacturing Engineering or related curriculum required or an equivalent combination of education and experience sufficient to successfully perform the essential functions of the job. Entry level position. Must be knowledgeable about Engineering configuration requirements, tooling, quality control, plant safety, blueprint reading, and shop math. Ability to operate computerized equipment, such as personal computers, CATIA, etc. Position Purpose:Under minimal supervision, independently prepare, conduct, and evaluate analyses for operations process optimization and problem solving for manufacturing issues (production methods and procedures) for a specific production process (including production sequence/flow, tooling and production equipment, layout, material fabrication, assembly methods and planning).

Job Description

Principle Duties and Responsibilities:Essential Functions:

 For manufacturing process to which individual is assigned: provide and maintain detailed work instructions, drive quality improvements, efficiency improvements, material presentation enhancements, manage the daily work plan, provide metrics for quality and schedule performance, and coordinate engineering and tooling changes as required. to meet Operations goals. Perform RCCA analysis on quality defects ¿ average mechanic should be able to perform task first time with no rejections. Perform technical studies and conduct analysis of operations (existing or proposed). Define equipment/tooling needs and implement correct methods of manufacturing (including sequence of operations and detailed methodology of complex assemblies and installations as well as detail components) to optimize production process. Assist in make-or-buy proposals and recommend corrective actions for areas of responsibility; evaluate vendors, and assist in resolving vendor problems. Conduct research, investigation, and analysis in connection with assigned planning or other assigned projects, to ensure conformance to requirements. Investigate and assist in preparing justification for equipment and facility improvements. Perform producibility studies from engineering drawings to identify opportunities to enhance manufacturing ability to meet requirements. Participate in Design for Manufacturing assessments with Engineering. Apply statistical methods to estimate future manufacturing requirements and potential; make necessary computer inputs and generate data or reports as needed. Incorporate Lean Manufacturing Methodology into existing and future processes. With minimal supervision, lead/coordinate the implementation of projects among multiple organizations to achieve process improvement goals. Apply Lean and Six Sigma principles to manufacturing methods as a team member or leader. Support all Safety, Sustainability and Ergonomic Initiatives. Aid in development and maintenance of Business Continuity Plan.

Additional Functions:

 Ensure Quality policies are being practiced; make recommendations and implement procedures to improve quality. . Initiate and maintain accurate daily/weekly activity status based on work output, as required. . Can function as Operations Manager substitute. .

Perform other duties as assigned.Other Requirements:

 Basic knowledge of Lean and/or Six Sigma principles. 

Additional Information

Requisition Number: 219545

Category: Operations Engineering

Percentage of Travel: None

Shift: First

Employment Type: Full-time

Posting End Date: 04/12/2024

Equal Opportunity Employer/Veterans/Disabled.

Gulfstream does not provide work visa sponsorship for this position, unless the applicant is a currently sponsored Gulfstream employee.

Copyright © 2024 Gulfstream Aerospace Corporation. All Rights Reserved.

Gulfstream Aerospace Corporation, a wholly-owned subsidiary of General Dynamics (NYSE: GD), designs, develops, manufactures, markets, services and supports the world's most technologically-advanced business jet aircraft",,,"Savannah, GA",8584.0,20.0,,,Full-time,2.0,1712275200000.0,,https://www.linkedin.com/jobs/view/3884436855/?trk=jobs_biz_prem_srch,https://careers.gulfstream.com/job/Savannah-Operations-Engineer-I-GA-31401/1151497100/,OffsiteApply,1714941813000.0,,Entry level,,1712349813000.0,careers.gulfstream.com,0,FULL_TIME,,,,31401.0,13051.0
3884436863,Diverse Lynx,Business Intelligence Developer,"Primary & strong SQL background with 5+ years of experience writing, maintaining, and troubleshooting business-critical queries / dashboard- Must have Looker , Plx and Data Studio experience- Deep understanding of mechanisms behind correlated subqueries, indexes, analytical functions, table-valued functions, and non-traditional joins- Experience working with hierarchical data- Should have the ability to come up with cost effective and optimized SQL and understand the query execution plan- Experience creating and guiding data analysis and visualization while communicating business value Nice to have-  Deep sales operations/software sales/recurring revenue reporting subject-matter expertise- Deep financial reporting experience for a software company- Expert-level data visualization in Data Studio, Looker, etc.- Strong statistical/quantitative experience developing and defending forecasting models in Python/R- Knowledge of creating and/or maintaining ETL jobs Experience Required 5 + years  Roles & Responsibilities ● Provide BI Support to multiple engagements within Clould Organization ● Mapping Requirements to Data Model● Creating Architecture Documents, Data Models and Data Mart● Build new data sets and identify data outages● Document the existing data model● Investigate and resolve data access issues● Gather and verify business requirements and identify gaps against existing data models● Managing Master Data and maintaining data warehouse● Migration of the legacy pipelines to the new infrastructure● Manage data engineering and BI projects● Maintaining Data Dictionaries● Data cleansing● Build new dashboards, modify existing dashboards● Designing Security Model and implementing access policies● Developing Data Extraction (ETL)● Coding Data Aggregation Workflows● Designing & Configuring Data Storage",,,United States,90396.0,12.0,,,Full-time,,1712349125000.0,1.0,https://www.linkedin.com/jobs/view/3884436863/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1714941125000.0,,,,1712349125000.0,,0,FULL_TIME,,,,,
3884436869,Oak Technologies INC,SAP Payroll Consultant,"Hi,Hope you doing great!This is Manoj from Oak Technologies INC. We have a job position for SAP Payroll Consultant for long term contract assignment. Position: SAP Payroll ConsultantLocation:  Remote Duration:  Long Term W2 Contract  SAP US Payroll Architect/Principal Consultant with at least 10 to 15 years of rich experience in US payroll, ECP payroll, time schedules, understanding of benefits, garnishments, downstream integrations, etc.
",,,United States,84954827.0,16.0,,,Contract,,1712349428000.0,1.0,https://www.linkedin.com/jobs/view/3884436869/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1714941428000.0,,,,1712349428000.0,,0,CONTRACT,,,,,
3884436884,ODNR - Division of Forestry,Administrative Professional 2 - 20051120,"Agency Contact Name: Abbie Hanners or Dana SmithAgency Contact Information: hr@dnr.ohio.gov or 614-265-6981
What you will do… Performs routine administrative duties related to the division’s contracts (e.g., researches & analyzes materials & information; processes, logs & distributes contracts for legal review & filing in the appropriate system; makes recommendations; develops new procedures, as needed)Assist in the management of fiscal responsibilities as delegated, encompassing but not limited to the tracking of timber revenue, inventory, and fleet.Meticulously proofread, edit, and finalize documents to ensure precision in content, grammar, format, spelling, and style.Compile data and produce various documents, including letters, memos, contracts, and reports for forestry program staff.Coordinate office coverage, conference rooms, and conference calls.Facilitate responses to forestry facility housekeeping and maintenance issues, ensuring the office environment is well-maintained.Starting hourly pay of $20.92/hr with multiple pay increases over your first 6.5 years of service, with an end salary of $25.45/hr.
Qualifications:18 mos. exp. or 18 mos. trg. in secretarial/administrative professional field.Or completion of associate core coursework in secretarial science or business office applications from accredited career school or community college.Or 6 mos. exp. as Administrative Professional 1, 16871.Or equivalent of Minimum Class Qualifications For Employment noted above.
Job Skills: Administrative Support/Services, Technical Skills: Administrative Support/Services, Professional Skills: Attention to Detail, Analyzation, Organizing and Planning ",,HOURLY,"Columbus, OH",95716689.0,23.0,20.92,,Full-time,,1712349888000.0,,https://www.linkedin.com/jobs/view/3884436884/?trk=jobs_biz_prem_srch,https://dasstateoh.taleo.net/careersection/oh_ext/jobdetail.ftl?job=240003JP&tz=GMT-04%3A00&tzname=America%2FNew_York&src=LinkedIn,OffsiteApply,1714941888000.0,,,,1712349888000.0,,0,FULL_TIME,USD,BASE_SALARY,43513.600000000006,43085.0,39049.0
3884436886,National General,Spanish Speaking Bilingual Entry Level Insurance Sales (2966),"Job Description

Direct Auto Insurance is an Allstate Business

Want to grow your sales career with one of the fastest growing auto insurers in the country? Start a new career in a performance-driven environment where you’re recognized and rewarded for your results?

If you are ready to start working in a fun & exciting environment where making a difference matters, then apply to join our team today!

What makes Direct Auto Insurance unique?

4 weeks of PTO & uncapped commission!No insurance license? NO PROBLEM! We offer paid licensing training!Ability to sell a multitude of industry-leading products through retail stores and phone!Entrepreneurial, performance-based, and results-focused culture!Multi-tiered and comprehensive paid training program!Comprehensive benefits!

Minimum Skills and Competencies:

High school diploma or GEDSpanish Speaking BilingualDemonstrated ability to provide excellent customer service and develop and maintain customer relationshipsExperience or strong willingness to develop key relationships and market our products within community organizations and the local business communityStrong computer skills and working knowledge of MS Office applicationsHighly motivated to market and sell in multi-product environment where cross selling and customer retention is essential to sales budget attainmentMust possess effective verbal and written communication skillsProperty/Casualty license preferred but not requiredAbility to acquire Property/Casualty license as part of our training program within 90 days of hireHigh level of initiative, drive, or desire/openness to learn new skills and informationMust have passion, high level of initiative, autonomy and be self-motivated

This great opportunity provides the opportunity for motivated individuals to obtain industry experience working in a sales and customer support role while preparing and training to become a Licensed Insurance Sales Agent. Paid classroom and hands-on training is provided to assist trainees in the active pursuit of State Property/Casualty and Life and Health Licenses. Individual will assist customers, complete marketing activities and help with all office functions under direct guidance of an Agent or Lead Sales Agent. Once licensed, this position is responsible for the profitable growth and the attainment of business goals by marketing and servicing Direct Auto products including but not limited to Auto, Life, Auto Club, and Roadside Assistance to new and existing customers. Assist walk-in customers, support office operations and market our products outside of the office via marketing calls and visits. Responsible for monitoring key competitors in the local market area and making suggestions on initiatives that could improve Direct Auto’s position in the marketplace and responsible for sales administration and reporting activities.

Compensation: The average annualized Total Cash Compensation in 2022 was $40,160*. Total compensation includes $17 Hourly Base ($35,360 Annual) + monthly performance-based incentive. Average monthly incentive payout for 2022 was $400 ($4,800 Annual).

Incentive based on productivity; incentive payments are not guaranteed and are governed by the terms of the applicable sales bonus plan which is subject to change at National General’s discretionPlease note that we are utilizing the same job profile for 4 different levels/titles. This will be changed based on level and/or location

National General Holdings Corp. is an Equal Opportunity (EO) employer – Veterans/Disabled and other protected categories. All qualified applicants will receive consideration for employment regardless of any characteristic protected by law. Candidates must possess authorization to work in the United States, as it is not our practice to sponsor individuals for work visas.

In the event you need assistance or accommodation in completing your online application, please contact NGIC main office by phone at (336) 435-2000.

",40160.0,YEARLY,"Austin, TX",7720.0,3.0,,35360.0,Full-time,,1712275200000.0,,https://www.linkedin.com/jobs/view/3884436886/?trk=jobs_biz_prem_srch,https://careers.nationalgeneral.com/en-US/job/spanish-speaking-bilingual-entry-level-insurance-sales-2966/J3M7H674R2Z97QRBL6P?idpartenaire=10192&source=company+website,OffsiteApply,1714942042000.0,,Associate,,1712350042000.0,careers.nationalgeneral.com,0,FULL_TIME,USD,BASE_SALARY,37760.0,78701.0,48453.0
3884436889,Vertex Elite LLC,AEM Developer ,"Dear AEM Consultants,
VertexElite is looking for AEM Consultant . Please share your profile, if you are looking for a job.
Job Location : Austin, TexasWork Authorization : GC/USC/H4-Ead/GC-EAD OnlyRole : AEM Consultant
Required Skills:Atleast 3-5+ years with Core AEM projects only Overall Total Experience should be 6+Strong Java programming foundationExtensive hands on workflows, Sling servlet, REST, JSON, Lucene indexing is must.Exposure to Coral / Granite UI, Adobe UI customization is a mustDeep understanding of AEM's security along with its Access ControlsExpertise around extending AEM's core functionalities such as LaunchesMust have worked on AEM 6.4 or newer versions.Working Experience with Sightly / Sling models .Strong understand of core AEM components such as oak, sling and dispatcher Experience with Continuous Integration and Automated test execution and building tools such as Jenkins, Hudson, Selenium or MavenWork with project managers to ensure that all project deliverables are on time and high qualityWork collaboratively with other teams; QA, UX, etcExceptionally good at document and explaining core technical processes.Other CMS experiences and a good understanding of the DXP areaPrior experience is a strong plus",,,"Austin, Texas Metropolitan Area",100955625.0,83.0,,,Contract,13.0,1712349380000.0,,https://www.linkedin.com/jobs/view/3884436889/?trk=jobs_biz_prem_srch,,ComplexOnsiteApply,1714941380000.0,,Mid-Senior level,,1712349380000.0,,0,CONTRACT,,,,,
3884436891,Solomon Page,Nurse - RN - Emergency Medicine - Pediatric,"Our client is looking to add a Registered Nurse to their team.

Job Details:

Location: San Diego, CaliforniaDuration: 8 WeeksStart Date: 05/01/2024Shift: 3x12 NightsEstimated Gross Weekly Pay: $2,258 Estimated Weekly Stipend: $1,418

Qualifications: 

Current California license Excellent interpersonal skills including patience, empathy, and compassion Effective communication skills, including active listening, writing, speaking and reading comprehension Fast and adaptive problem-solving abilities Ability to stand for long periods of time 

Why Work with Us 

The success of Solomon Page is defined by our people. Offering a comprehensive benefits package, travel nurses have immediate access to medical coverage and ReviveHealth virtual care. Additionally, you are offered access to dental and vision coverage, commuter benefits, a 401(k) plan, flexible spending, referral bonuses, ongoing training, and more. As an ESOP company, Solomon Page offers an employee stock ownership plan to all consultants. As a member of our traveler community, you will join a nurturing culture that fosters your career goals. Solomon Page can connect you with your next opportunity – whether it is in your hometown, or you are looking to travel to a new destination.

About Solomon Page Healthcare & Medical Staffing

Accredited by the Joint Commission with the Gold Seal of Approval, Solomon Page prides ourselves in developing long-term relationships with healthcare providers based on trust and respect. Our experienced Healthcare and Medical Staffing experts are committed to providing safe and quality patient care through our wide network of travel nurses, locum tenens, and allied resources. For more information and additional healthcare opportunities, visit: solomonpage.com and connect with Solomon Page on Instagram, Facebook, Twitter, LinkedIn, and TikTok.

If you meet the required qualifications and are interested in this role, please apply today.",,,"San Diego, CA",14352.0,7.0,,,Contract,,1712349268000.0,,https://www.linkedin.com/jobs/view/3884436891/?trk=jobs_biz_prem_srch,https://opportunities.solomonpage.com/job/263712/Nurse%20-%20RN%20-%20Emergency%20Medicine%20-%20Pediatric,OffsiteApply,1714942113000.0,,Mid-Senior level,,1712350113000.0,opportunities.solomonpage.com,0,CONTRACT,,,,92101.0,6073.0
3884436892,Solomon Page,Nurse - RN - PCU - Pediatrics,"Our client is looking to add a Registered Nurse to their team.

Job Details:

Location: Los Angeles, CaliforniaDuration: 13 WeeksStart Date: 05/06/2024Shift: 3x12 NightsEstimated Gross Weekly Pay: $2,474 Estimated Weekly Stipend: $1,634

Qualifications: 

Current California license Excellent interpersonal skills including patience, empathy, and compassion Effective communication skills, including active listening, writing, speaking and reading comprehension Fast and adaptive problem-solving abilities Ability to stand for long periods of time 

Why Work with Us 

The success of Solomon Page is defined by our people. Offering a comprehensive benefits package, travel nurses have immediate access to medical coverage and ReviveHealth virtual care. Additionally, you are offered access to dental and vision coverage, commuter benefits, a 401(k) plan, flexible spending, referral bonuses, ongoing training, and more. As an ESOP company, Solomon Page offers an employee stock ownership plan to all consultants. As a member of our traveler community, you will join a nurturing culture that fosters your career goals. Solomon Page can connect you with your next opportunity – whether it is in your hometown, or you are looking to travel to a new destination.

About Solomon Page Healthcare & Medical Staffing

Accredited by the Joint Commission with the Gold Seal of Approval, Solomon Page prides ourselves in developing long-term relationships with healthcare providers based on trust and respect. Our experienced Healthcare and Medical Staffing experts are committed to providing safe and quality patient care through our wide network of travel nurses, locum tenens, and allied resources. For more information and additional healthcare opportunities, visit: solomonpage.com and connect with Solomon Page on Instagram, Facebook, Twitter, LinkedIn, and TikTok.

If you meet the required qualifications and are interested in this role, please apply today.",,,"Los Angeles, CA",14352.0,9.0,,,Contract,,1712349269000.0,,https://www.linkedin.com/jobs/view/3884436892/?trk=jobs_biz_prem_srch,https://opportunities.solomonpage.com/job/263684/Nurse%20-%20RN%20-%20PCU%20-%20Pediatrics,OffsiteApply,1714942113000.0,,Mid-Senior level,,1712350113000.0,opportunities.solomonpage.com,0,CONTRACT,,,,90001.0,6037.0
3884436895,Solomon Page,Nurse - LPN - Outpatient,"Our client is seeking Licensed Practical Nurses (LPNs) to join their growing team. As an LPN, you will work under the direction of a Registered Nurse and record all patient notes to develop thorough documentation of their medical history and care. LPNs will provide basic medical care to several patients at once and administer care according to physician guidelines and medical procedures. Further duties include checking vital signs and assisting patients with eating and hygiene.

Job Details:

Location: Seattle, Washington Duration: 13 Weeks Start Date: 05/06/2024 Shift: 5x8 Days Estimated Gross Weekly Pay: $1,833 Estimated Weekly Stipend: $1,033

Qualifications: 

Current Washington license Excellent teamwork and collaboration skills Ability to walk or stand for long periods of time Excellent interpersonal skills including patience, empathy, and compassion Effective communication skills, including active listening, writing, speaking and reading comprehension Fast and adaptive problem-solving abilities 

Why Work with Us

The success of Solomon Page is defined by our people. Healthcare providers are offered a comprehensive benefits program including a robust medical benefits package. Additionally, you are offered access to dental and vision coverage, commuter benefits, a 401(k) plan, flexible spending, referral bonuses, ongoing training, and more. Finally, as an ESOP company, Solomon Page offers an employee stock ownership plan to all consultants. As a member of our provider community, you will join a nurturing culture that fosters your career goals.

About Solomon Page Healthcare & Medical Staffing

Accredited by the Joint Commission with the Gold Seal of Approval, Solomon Page prides ourselves in developing long-term relationships with healthcare providers based on trust and respect. Our experienced Healthcare and Medical Staffing experts are committed to providing safe and quality patient care through our wide network of travel nurses, locum tenens, and allied resources. For more information and additional healthcare opportunities, visit: solomonpage.com and connect with Solomon Page on Instagram, Facebook, Twitter, LinkedIn, and TikTok.

If you meet the required qualifications and are interested in this role, please apply today.

263711",,,"Seattle, WA",14352.0,9.0,,,Contract,,1712349271000.0,,https://www.linkedin.com/jobs/view/3884436895/?trk=jobs_biz_prem_srch,https://opportunities.solomonpage.com/job/263711/Nurse%2520-%2520LPN%2520-%2520Outpatient?source=LinkedIn,OffsiteApply,1714942113000.0,,Entry level,,1712350113000.0,opportunities.solomonpage.com,0,CONTRACT,,,,98101.0,53033.0
3884436896,Solomon Page,Nurse - CNA - LTC,"Our client is looking to add a Certified Nursing Assistant to their team. As a Certified Nursing Assistant, you will report to the charge nurse and provide care to assigned patients. The CNA will be responsible for supporting and communicating with physicians and medical staff. Nursing Assistants treat patients for a variety of injuries, illnesses, and other health conditions.

Job Details:

Location: Appleton, WisconsinDuration: 13 WeeksStart Date: 04/29/2024Shift: 5x8 DaysEstimated Gross Weekly Pay: $1,068 Estimated Weekly Stipend: $268

Qualifications: 

Current Wisconsin state license Understand and carry out verbal and written assignments and perform nursing care with supervision Knowledge of federal, state, and local policies and procedures Ability to perform lifting and other strenuous duties 

Why Work with Us

The success of Solomon Page is defined by our people. Healthcare providers are offered a comprehensive benefits program including a robust medical benefits package. Additionally, you are offered access to dental and vision coverage, commuter benefits, a 401(k) plan, flexible spending, referral bonuses, ongoing training, and more. Finally, as an ESOP company, Solomon Page offers an employee stock ownership plan to all consultants. As a member of our provider community, you will join a nurturing culture that fosters your career goals.

About Solomon Page Healthcare & Medical Staffing

Accredited by the Joint Commission with the Gold Seal of Approval, Solomon Page prides ourselves in developing long-term relationships with healthcare providers based on trust and respect. Our experienced Healthcare and Medical Staffing experts are committed to providing safe and quality patient care through our wide network of travel nurses, locum tenens, and allied resources. For more information and additional healthcare opportunities, visit: solomonpage.com and connect with Solomon Page on Instagram, Facebook, Twitter, LinkedIn, and TikTok.

If you meet the required qualifications and are interested in this role, please apply today.",,,"Appleton, WI",14352.0,7.0,,,Contract,,1712349276000.0,,https://www.linkedin.com/jobs/view/3884436896/?trk=jobs_biz_prem_srch,https://opportunities.solomonpage.com/job/263698/Nurse%20-%20CNA%20-%20LTC,OffsiteApply,1714942113000.0,,Entry level,,1712350113000.0,opportunities.solomonpage.com,0,CONTRACT,,,,54911.0,55087.0
3884436900,"Sacred Heart Schools, Atherton","Mission, Culture, & Strategy Programs Assistant - Long Term Sub","Position Title: Mission, Culture, and Strategy (OMCS) Programs Assistant - Long Term Substitute Department: Office of Mission, Culture, and Strategy (OMCS)Reports To: Director of Sophie’s Scholars ProgramFLSA Classification: Temporary; Non-exemptFTE (Full-Time Equivalent): 100%Schedule of Duties: 12-MonthSalary: $24.03 - $31.25/ hourPosition Purpose: Temporarily provide program and office support for the OMCS team and, more specifically, The Sophie’s Scholars Program for a 6 month assignment. Essential FunctionsProvide administrative and logistical support for the Director, Sophie’s Scholars Program (SSP), Sophie’s Scholars Program, and Barat College Access Fund (BCAF).Maintain BCAF Database and process all college and university grants.Maintain a list of Scholarships for students served by OMCS. Routinely share the list with students in SSP.Coordinate logistics for SDLC, Tres Bien Dinner, College Summer Conference, SSP Summer Workshop, Saturday Classes, Program Supplies, Recruiting, and Application details.Maintain SHS calendar, room reservations, set-ups, and meeting details.Provide support with setting up and breaking down events (ordering, organizing, and preparing materials, setting up space, breaking down space and cleaning up, etc.).Procure healthy snacks and other supplies for SSP.Provide supervision support during Saturday classes (Monthly during the school year)Provide supervision support during the SSP summer program.Provide logistical support for the OMCS teamMaintain OMCS calendar and scheduling systemLogistics for all department meetings and programs (room reservations, set-up, catering).Provide administrative support for OMCS Director of Mission and Ministry, Director of DEIA, Director of Parent Spirituality Programs, OMCS Student Services Coordinator, and Director of Prayer and Worship.Attend and take notes at meetings as assigned by OMCS Directors of Mission and Ministry and DEIA.Provide support with setting up and breaking down events and liturgies (ordering, organizing and preparing materials, setting up space, breaking down space and cleaning up, etc.). QualificationsBachelor’s degreeAdministrative experienceFamiliarity with Microsoft Word, Excel, PowerPoint, Canva, G-Suite, and OutlookA clear commitment to the educational philosophy of the school as articulated in the Goals and Criteria of Sacred Heart Schools.Commitment to diversity, equity, inclusion, and access.Strong verbal and written communication skills, as well as strong interpersonal skillsExcellent attendance and punctualityAbility to work M-F and two Saturdays per monthBilingual Spanish or Mandarin preferred Physical Requirements and Work EnvironmentAbility to travel safely and comfortably across a 64-acre campus.Be able to occasionally lift up to 30 lbs.Regularly uses close and distance vision and works at a desk and computer screen for extended periods of time.Work primarily in a traditional climate-controlled office environment and in outdoor weather typical to the central Peninsula section of the Bay Area
",31.25,HOURLY,"Atherton, CA",35232.0,26.0,,24.03,Temporary,,1712349566000.0,,https://www.linkedin.com/jobs/view/3884436900/?trk=jobs_biz_prem_srch,https://www.paycomonline.net/v4/ats/web.php/jobs/ViewJobDetails?job=133612&clientkey=21C19A934F56ECD27A2D47C258FFBC6B,OffsiteApply,1714941566000.0,,,,1712349566000.0,,0,TEMPORARY,USD,BASE_SALARY,57491.2,94027.0,
